neighborhood	ada	issue_date	status	subject	amounts	afms	adams	matched_terms	url
oak_apselemis_section_1	90ΧΗ465274-ΓΨΒ	2023-03-23T00:00:00+00:00	PUBLISHED	Σύμβαση Έργου #117297 #4127090	0,00				https://diavgeia.gov.gr/doc/90ΧΗ465274-ΓΨΒ
oak_apselemis_section_1	6ΦΟΟ46Ψ842-7Δ6	2023-03-15T11:21:31+00:00	PUBLISHED	Ενημέρωση έντυπης Αδείας (ν.4759/2020): 3η ΑΝΑΘΕΩΡΗΣΗ ΤΗΣ 14/2017 ΑΔΕΙΑΣ ΔΟΜΗΣΗΣ, ΛΟΓΩ ΜΙΚΡΟΑΛΛΑΓΩΝ ΣΤΗΝ ΑΡΧΙΤΕΚΤΟΝΙΚΗ ΜΕΛΕΤΗ ΤΟΥ ΚΤΙΡΙΟΥ Β ΚΑΙ Γ ΚΑΙ ΣΤΟΝ ΠΕΡΙΒΑΛΛΟΝΤΑ ΧΩΡΟ & ΝΟΜΙΜΟΠΟΙΗΣΗ ΕΡΓΑΣΙΩΝ ΔΙΑΜΟΡΦΩΣΗΣ ΤΗΣ 31/13-4-2018 ΕΚΘΕΣΗΣ ΑΥΤΟΨΙΑΣ		055499111,083904835,219371773,239861147,370205741,469308272,472144611,490051647,515917366,776352553,802472272,823215647,828591991,885699772,891076116,917195835,953560241			https://diavgeia.gov.gr/doc/6ΦΟΟ46Ψ842-7Δ6
oak_apselemis_section_1	ΨΡ4Μ46Ψ842-ΚΞΑ	2023-03-09T09:49:24+00:00	PUBLISHED	Αναθεώρηση έντυπης Αδείας ME προέγκριση ή βεβαίωση (ν.4759/2020): 3η ΑΝΑΘΕΩΡΗΣΗ ΤΗΣ 14/2017 ΑΔΕΙΑΣ ΔΟΜΗΣΗΣ, ΛΟΓΩ ΜΙΚΡΟΑΛΛΑΓΩΝ ΣΤΗΝ ΑΡΧΙΤΕΚΤΟΝΙΚΗ ΜΕΛΕΤΗ ΤΟΥ ΚΤΙΡΙΟΥ Β ΚΑΙ Γ ΚΑΙ ΣΤΟΝ ΠΕΡΙΒΑΛΛΟΝΤΑ ΧΩΡΟ & ΝΟΜΙΜΟΠΟΙΗΣΗ ΕΡΓΑΣΙΩΝ ΔΙΑΜΟΡΦΩΣΗΣ ΤΗΣ 31/13-4-2018 ΕΚΘΕΣΗΣ ΑΥΤΟΨΙΑΣ		055499111,083904835,219371773,239861147,370205741,469308272,472144611,490051647,515917366,776352553,802472272,823215647,828591991,885699772,891076116,917195835,953560241			https://diavgeia.gov.gr/doc/ΨΡ4Μ46Ψ842-ΚΞΑ
oak_apselemis_section_1	Ψ94546907Λ-ΠΝΜ	2023-01-16T00:00:00+00:00	PUBLISHED	ΑΠΟΦΑΣΗ ΜΙΣΘΟΛΟΓΙΚΩΝ ΚΛΙΜΑΚΙΩΝ ΤΟΥ ΛΟΙΠΟΥ ΠΡΟΣΩΠΙΚΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2022.					https://diavgeia.gov.gr/doc/Ψ94546907Λ-ΠΝΜ
oak_apselemis_section_1	6ΣΖΞΩΗ8-Ν7Ο	2023-06-03T00:00:00+00:00	PUBLISHED	ΥΠΕΡΩΡΙΕΣ ΑΠΡΙΛΙΟΥ ΕΙΔΙΚΟΙ ΣΥΝΕΡΓΑΤΕΣ		997953565			https://diavgeia.gov.gr/doc/6ΣΖΞΩΗ8-Ν7Ο
oak_apselemis_section_1	ΨΗΔ9ΩΕΣ-ΘΚΘ	2023-04-04T00:00:00+00:00	PUBLISHED	«ΑΠΟΦΑΣΗ ΣΥΓΚΡΟΤΗΣΗΣ ΣΥΝΕΡΓΕΙΟΥ ΥΠΕΡΩΡΙΑΚΗΣ ΑΠΑΣΧΟΛΗΣΗΣ ΥΠΑΛΛΗΛΩΝ ΤΩΝ ΚΕΝΤΡΙΚΩΝ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΟ ΧΡΟΝΙΚΟ ΔΙΑΣΤΗΜΑ ΑΠΟ 1/4/2023 ΕΩΣ 30/4/2023».					https://diavgeia.gov.gr/doc/ΨΗΔ9ΩΕΣ-ΘΚΘ
oak_apselemis_section_1	ΨΨΡΤ46Ν6Β4-7ΔΗ	2023-05-09T00:00:00+00:00	PUBLISHED	ΣΥΜΒΑΣΗ ΜΙΣΘΩΣΗΣ ΕΡΓΟΥ		094536469,101091504			https://diavgeia.gov.gr/doc/ΨΨΡΤ46Ν6Β4-7ΔΗ
oak_apselemis_section_1	Ψ294ΩΛΑ-Δ17	2023-02-17T00:00:00+00:00	PUBLISHED	ΔΙΟΡΙΣΜΟΣ ΜΟΝΙΜΟΥ ΠΡΟΣΩΠΙΚΟΥ ΤΗΣ 13Κ/2021 ΠΡΟΚΥΡΗΞΗ ΑΣΕΠ					https://diavgeia.gov.gr/doc/Ψ294ΩΛΑ-Δ17
oak_apselemis_section_1	ΡΠΦΤ46Μ924-5ΛΥ	2023-06-13T00:00:00+00:00	PUBLISHED	Σύμβαση Πρόσθετης Απασχόλησης #3170 #32286	23.520,00				https://diavgeia.gov.gr/doc/ΡΠΦΤ46Μ924-5ΛΥ
oak_apselemis_section_1	ΨΝΘΣ469ΗΛΧ-ΜΚ3	2023-04-26T00:00:00+00:00	PUBLISHED	Διαδικασίες Εσωτερικού Ελέγχου έτους 2023					https://diavgeia.gov.gr/doc/ΨΝΘΣ469ΗΛΧ-ΜΚ3
oak_apselemis_section_1	9ΧΜΛ46Ν6Β4-95Η	2023-01-24T00:00:00+00:00	PUBLISHED	ΣΥΜΒΑΣΗ ΜΙΣΘΩΣΗΣ ΕΡΓΟΥ	40,00	094536469			https://diavgeia.gov.gr/doc/9ΧΜΛ46Ν6Β4-95Η
oak_apselemis_section_1	Ψ1ΡΕ465274-5ΣΥ	2023-06-02T00:00:00+00:00	PUBLISHED	Απόφαση Απευθείας Ανάθεσης #2581407 #4097879	14.000,00				https://diavgeia.gov.gr/doc/Ψ1ΡΕ465274-5ΣΥ
oak_apselemis_section_1	ΩΜ54465274-ΕΒΕ	2023-06-02T00:00:00+00:00	PUBLISHED	Ανάληψη Υποχρέωσης Απευθείας Ανάθεση χωρίς Σύμβαση #2581407 #3986605	10.000,00				https://diavgeia.gov.gr/doc/ΩΜ54465274-ΕΒΕ
oak_apselemis_section_1	ΡΛ2Λ7Λ1-ΜΙΑ	2023-06-12T00:00:00+00:00	PUBLISHED	Εγγραφή στο Μητρώο Επιχειρήσεων Ζωοτροφών και χορήγηση Κωδικού Αριθμού Εγγραφής στην επιχείρηση «ΚΑΡΟΥΜΠΑ ΑΝΤ. ΙΩΑΝΝΑ»					https://diavgeia.gov.gr/doc/ΡΛ2Λ7Λ1-ΜΙΑ
oak_apselemis_section_1	Ρ0ΞΣ46Ψ842-Ψ1Υ	2023-02-01T12:00:15+00:00	PUBLISHED	Έγκριση Εργασιών Δόμησης Μικρής Κλίμακας: ΑΛΛΑΓΗ ΕΣΩΤΕΡΙΚΩΝ ΔΙΑΡΡΥΘΜΙΣΕΩΝ ΔΙΩΡΟΦΗΣ ΟΙΚΟΔΟΜΗΣ ΜΕ ΥΠΟΓΕΙΟ ΚΑΙ ΣΤΕΓΗ		093895522,480272628,713614428			https://diavgeia.gov.gr/doc/Ρ0ΞΣ46Ψ842-Ψ1Υ
oak_apselemis_section_1	ΡΙ1Υ4653Π8-Ο6Β	2023-01-30T00:00:00+00:00	PUBLISHED	Αριθμ. 177/2022 απόφαση 2ης ΕΠ.Ε.Α. Π.Ε. Μαγνησίας & Σποράδων		350720050,350720086			https://diavgeia.gov.gr/doc/ΡΙ1Υ4653Π8-Ο6Β
oak_apselemis_section_1	6ΩΜΥΩΚ1-ΜΝ8	2023-05-20T00:00:00+00:00	PUBLISHED	Κατασκευή νέου κεντρικού αγωγού αποχέτευσης Καμένων Βούρλων (Β΄ φάση)	0,00,3.600.000,00				https://diavgeia.gov.gr/doc/6ΩΜΥΩΚ1-ΜΝ8
oak_apselemis_section_1	98ΓΣ46904Γ-ΘΞ8	2023-06-16T00:00:00+00:00	PUBLISHED	Μισθολογική Εξέλιξη ─ Χορήγηση Μ.Κ. ΕΠΙΚΟΥΡΙΚΩΝ υπαλλήλων Ι.Δ.Ο.Χ.(προσληφθέντων κατά τα έτη από το 2014 έως το 2018) με τις διατάξεις του άρθρου του Κεφ.Β΄ του ν.4354/2015 (Α΄176), όπως τροποποιήθηκε με το Μέρος Γ΄ του ν.5045/2023 (Α΄136) από 01/01/2024.					https://diavgeia.gov.gr/doc/98ΓΣ46904Γ-ΘΞ8
oak_apselemis_section_1	Ψ58ΕΩΛ9-ΥΛΒ	2023-03-08T00:00:00+00:00	PUBLISHED	Απόφαση Δημάρχου αναγνώρισης χρόνου προϋπηρεσίας τακτικού υπαλλήλου					https://diavgeia.gov.gr/doc/Ψ58ΕΩΛ9-ΥΛΒ
oak_apselemis_section_1	ΡΥ8Ο469ΗΞΩ-163	2023-03-23T00:00:00+00:00	PUBLISHED	Τροποποίηση συμβάσεων μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου INODE	2.010,00,2.996,00,3.000,00,3.030,00,6.000,00,6.020,00,6.090,00,9.000,00,9.016,00,9.120,00,990,00				https://diavgeia.gov.gr/doc/ΡΥ8Ο469ΗΞΩ-163
oak_apselemis_section_1	ΡΙΧΒ469ΗΞΩ-5ΘΛ	2023-03-24T00:00:00+00:00	PUBLISHED	Τροποποίηση σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου OpenAire NEXUS	2.001,00,7.636,00,9.637,00				https://diavgeia.gov.gr/doc/ΡΙΧΒ469ΗΞΩ-5ΘΛ
oak_apselemis_section_1	ΨΧΗΑ469ΗΞΩ-Κ6Ζ	2023-03-31T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου ELIXIR CONVERGE	1.302,00				https://diavgeia.gov.gr/doc/ΨΧΗΑ469ΗΞΩ-Κ6Ζ
oak_apselemis_section_1	Ρ2Χ7469ΗΞΩ-7Ψ9	2023-03-24T00:00:00+00:00	PUBLISHED	Σύναψη ιδιωτικών συμφωνητικών συνεργασίας με μέλος ΔΕΠ άνευ αμοιβής στο πλαίσιο των ερευνητικών έργων του ΙΠΣΥ					https://diavgeia.gov.gr/doc/Ρ2Χ7469ΗΞΩ-7Ψ9
oak_apselemis_section_1	ΡΦΗΞ469ΗΞΩ-9ΧΜ	2023-03-23T00:00:00+00:00	PUBLISHED	Σύναψη ιδιωτικού συμφωνητικού συνεργασίας με μέλος ΔΕΠ στο πλαίσιο υλοποίησης του έργου EVENFLOW	16.016,97				https://diavgeia.gov.gr/doc/ΡΦΗΞ469ΗΞΩ-9ΧΜ
oak_apselemis_section_1	91ΓΔ469ΗΞΩ-ΦΡΧ	2023-03-23T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου ΨΗΦΙΑ	6.000,00				https://diavgeia.gov.gr/doc/91ΓΔ469ΗΞΩ-ΦΡΧ
oak_apselemis_section_1	ΨΓΧΚ469ΗΞΩ-7Γ3	2023-03-23T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου HEROES	16.173,00				https://diavgeia.gov.gr/doc/ΨΓΧΚ469ΗΞΩ-7Γ3
oak_apselemis_section_1	6ΟΑΔ469ΗΞΩ-4Λ2	2023-03-23T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης έργου στο πλαίσιο υλοποίησης του έργου AutoFair	3.500,00				https://diavgeia.gov.gr/doc/6ΟΑΔ469ΗΞΩ-4Λ2
oak_apselemis_section_1	Ρ6ΖΥ469ΗΞΩ-Ν71	2023-03-24T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου ΧΜΑΝΑΙ	300,00				https://diavgeia.gov.gr/doc/Ρ6ΖΥ469ΗΞΩ-Ν71
oak_apselemis_section_1	ΨΝΦΦ469ΗΞΩ-Α6Ω	2023-03-24T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου EOSC Future	9.100,00				https://diavgeia.gov.gr/doc/ΨΝΦΦ469ΗΞΩ-Α6Ω
oak_apselemis_section_1	690Β469ΗΞΩ-ΧΒΛ	2023-03-28T00:00:00+00:00	PUBLISHED	Σύναψη συμβάσεων μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου HBP SGA3	10.528,00,25.340,00,26.670,00,32.034,00,42.000,00,8.120,00				https://diavgeia.gov.gr/doc/690Β469ΗΞΩ-ΧΒΛ
oak_apselemis_section_1	6Φ7ΥΩΞ7-4Σ2	2023-03-13T00:00:00+00:00	PUBLISHED	ΑΠΟΦΑΣΗ ΔΙΟΡΙΣΜΟΥ	230.000,00,48.000,00				https://diavgeia.gov.gr/doc/6Φ7ΥΩΞ7-4Σ2
oak_apselemis_section_1	ΨΚΩ4ΩΞ7-ΞΡΑ	2023-03-13T00:00:00+00:00	PUBLISHED	ΑΠΟΦΑΣΗ ΔΙΟΡΙΣΜΟΥ	216.000,00,42.000,00				https://diavgeia.gov.gr/doc/ΨΚΩ4ΩΞ7-ΞΡΑ
oak_apselemis_section_1	Ψ1Ρ246Μ924-ΚΧΑ	2023-03-10T00:00:00+00:00	PUBLISHED	Σύμβαση Έργου #733 #31433	9.333,71				https://diavgeia.gov.gr/doc/Ψ1Ρ246Μ924-ΚΧΑ
oak_apselemis_section_1	ΨΖ6ΕΟΚΖ4-Μ90	2023-01-12T00:00:00+00:00	PUBLISHED	ΑΠΟΦ. 1 ΔΣ ΜΑΖΙΚΗ ΑΝΑΚΛΗΣΗ ΠΟΣΩΝ- ΑΠΟΔΕΣΜ. ΠΙΣΤΩΣΕΩΝ 2022					https://diavgeia.gov.gr/doc/ΨΖ6ΕΟΚΖ4-Μ90
oak_apselemis_section_1	6ΓΦΚ469ΗΞΩ-3ΔΗ	2023-01-12T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος για συνεργάτη με κωδικό DT4H_122022		101057849			https://diavgeia.gov.gr/doc/6ΓΦΚ469ΗΞΩ-3ΔΗ
oak_apselemis_section_1	ΩΖΦΙ469ΗΞΩ-ΨΟ9	2023-01-12T00:00:00+00:00	PUBLISHED	Σύναψη συμβάσεων μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου HBP	25.032,00,40.256,00,42.000,00,43.996,00,46.018,00,46.300,00,61.968,00				https://diavgeia.gov.gr/doc/ΩΖΦΙ469ΗΞΩ-ΨΟ9
oak_apselemis_section_1	ΨΑΡΒ469ΗΞΩ-0Φ2	2023-01-12T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος για συνεργάτες με κωδικό HBP_122022					https://diavgeia.gov.gr/doc/ΨΑΡΒ469ΗΞΩ-0Φ2
oak_apselemis_section_1	923Ρ4653Π8-ΔΤΕ	2023-05-12T00:00:00+00:00	PUBLISHED	ΠΡΑΚΤΙΚΟ 12/2023 ΕΠΙΤΡΟΠΗΣ ΕΞΕΤΑΣΗΣ ΑΝΤΙΡΡΗΣΕΩΝ ΚΑΤΑ ΤΟΥ ΠΕΡΙΕΧΟΜΕΝΟΥ ΤΟΥ ΔΑΣΙΚΟΥ ΧΑΡΤΗ ΤΟΠΙΚΩΝ / ΔΗΜΟΤΙΚΩΝ ΚΟΙΝΟΤΗΤΩΝ ΒΑΣΙΛΙΚΟΥ ΔΗΜΟΥ ΖΑΚΥΝΘΟΥ ΠΕ ΖΑΚΥΝΘΟΥ ΤΗΣ ΣΥΝΕΔΡΙΑΣΗΣ ΤΗΣ 12.05.2023		140140030,140140034			https://diavgeia.gov.gr/doc/923Ρ4653Π8-ΔΤΕ
oak_apselemis_section_1	Ψ7094653Π8-ΗΨ2	2023-01-09T00:00:00+00:00	PUBLISHED	Η ΑΡΙΘΜ. 283/2022 ΑΠΟΦΑΣΗ ΤΗΣ 3ης ΕΠ.Ε.Α. ΠΕ ΜΑΓΝΗΣΙΑΣ & ΣΠΟΡΑΔΩΝ					https://diavgeia.gov.gr/doc/Ψ7094653Π8-ΗΨ2
oak_apselemis_section_1	9Κ6Ο46ΜΤΛΒ-Τ3Υ	2023-05-17T00:00:00+00:00	PUBLISHED	Κατακύρωση των αποτελεσμάτων του ανοικτού, ηλεκτρονικού διαγωνισμού της υπ’ αριθ. 8/2022 Διακήρυξης Δ-νσης Προμηθειών/Γ.Δ.Ο.Υ.Ε.Σ., για την «Αναβάθμιση εθνικής υποδομής SCHENGEN», της δράσης με τίτλο «Ενίσχυση εθνικής υποδομής για τα συστήματα διαλειτουργικότητας», εκτιμώμενης αξίας #1.266.935,48#€, συμπ/νων κρατήσεων και δαπανών, πλέον του Φ.Π.Α. που αντιστοιχεί στο χρηματικό ποσό των #304.064,52#€, ήτοι συνολικής προϋπολογισθείσας αξίας #1.571.000,00#€, συμπεριλαμβανομένων Φ.Π.Α., κρατήσεων και δαπανών.	1.224.452,88,236.990,88,987.462,00		22REQ009945433,22REQ010092032,26AWRD018944246		https://diavgeia.gov.gr/doc/9Κ6Ο46ΜΤΛΒ-Τ3Υ
oak_apselemis_section_1	90ΑΔ4653Π8-Υ0Υ	2023-03-10T00:00:00+00:00	PUBLISHED	Η ΑΡΙΘΜ. 88/2023 ΑΠΟΦΑΣΗ ΤΗΣ 3ης ΕΠ.Ε.Α. ΠΕ ΜΑΓΝΗΣΙΑΣ & ΣΠΟΡΑΔΩΝ		350260011,350260023			https://diavgeia.gov.gr/doc/90ΑΔ4653Π8-Υ0Υ
oak_apselemis_section_1	ΨΓ1Ρ469ΗΞΩ-ΞΚΔ	2023-02-09T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου HBP	9.600,00				https://diavgeia.gov.gr/doc/ΨΓ1Ρ469ΗΞΩ-ΞΚΔ
oak_apselemis_section_1	6Η56469ΗΞΩ-ΤΞΥ	2023-02-09T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος για συνεργάτη με κωδικό HBP_December_2022					https://diavgeia.gov.gr/doc/6Η56469ΗΞΩ-ΤΞΥ
oak_apselemis_section_1	6ΒΥ8469ΗΞΩ-Κ0Τ	2023-03-23T00:00:00+00:00	PUBLISHED	Σύναψη ιδιωτικού συμφωνητικού χορήγησης υποτροφίας στο πλαίσιο υλοποίησης του έργου AutoFair					https://diavgeia.gov.gr/doc/6ΒΥ8469ΗΞΩ-Κ0Τ
oak_apselemis_section_1	ΡΖΑΟ469ΗΞΩ-ΒΤΑ	2023-03-23T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος με κωδικό AutoFAIR_upotr_022023		101070568			https://diavgeia.gov.gr/doc/ΡΖΑΟ469ΗΞΩ-ΒΤΑ
oak_apselemis_section_1	9ΨΘΓ469ΗΞΩ-ΙΝΔ	2023-01-12T00:00:00+00:00	PUBLISHED	Σύναψη συμβάσεων μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου STELAR	25.002,00,25.012,00				https://diavgeia.gov.gr/doc/9ΨΘΓ469ΗΞΩ-ΙΝΔ
oak_apselemis_section_1	9ΨΤΑ469ΗΞΩ-ΑΒΤ	2023-01-12T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος για συνεργάτες με κωδικό STELAR_122022		101070122			https://diavgeia.gov.gr/doc/9ΨΤΑ469ΗΞΩ-ΑΒΤ
oak_apselemis_section_1	9ΙΝ5469ΗΞΩ-5ΛΣ	2023-01-26T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου HBP	3.825,00				https://diavgeia.gov.gr/doc/9ΙΝ5469ΗΞΩ-5ΛΣ
oak_apselemis_section_1	ΡΗΝΓ469ΗΞΩ-ΝΡΑ	2023-01-26T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος για συνεργάτη με κωδικό HBP_112022					https://diavgeia.gov.gr/doc/ΡΗΝΓ469ΗΞΩ-ΝΡΑ
oak_apselemis_section_1	ΩΝΥΨ469ΗΞΩ-ΗΦΕ	2023-01-12T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου AutoFair	6.006,00				https://diavgeia.gov.gr/doc/ΩΝΥΨ469ΗΞΩ-ΗΦΕ
oak_apselemis_section_1	6ΘΗ3469ΗΞΩ-Α98	2023-01-12T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης ενδιαφέροντος για συνεργάτη με κωδικό AutoFAIR_November_2022		101070568			https://diavgeia.gov.gr/doc/6ΘΗ3469ΗΞΩ-Α98
oak_apselemis_section_1	9ΤΒ5469ΗΞΩ-7ΙΖ	2023-02-09T00:00:00+00:00	PUBLISHED	Σύναψη ιδιωτικού συμφωνητικού στο πλαίσιο υλοποίησης του έργου PSLifeStyle	3.750,00				https://diavgeia.gov.gr/doc/9ΤΒ5469ΗΞΩ-7ΙΖ
oak_apselemis_section_1	9ΥΛ2469ΗΞΩ-9ΕΙ	2023-02-09T00:00:00+00:00	PUBLISHED	Σύναψη σύμβασης μίσθωσης έργου στο πλαίσιο υλοποίησης του έργου EVENFLOW	8.410,50				https://diavgeia.gov.gr/doc/9ΥΛ2469ΗΞΩ-9ΕΙ
oak_apselemis_section_1	Ψ1ΥΞ469ΗΞΩ-ΞΒΚ	2023-02-09T00:00:00+00:00	PUBLISHED	Αποτελέσματα πρόσκλησης εκδήλωσης για συνεργάτη με κωδικό EVENFLOW_012023		101070430			https://diavgeia.gov.gr/doc/Ψ1ΥΞ469ΗΞΩ-ΞΒΚ
